Sample_ID,Country,Observatory_ID,ARMS_ID,Deploy_Date,Collect_Date,Gene_COI,Gene_18S,Gene_ITS,Gene_COI_negative_control,Gene_18S_negative_control,Gene_ITS_negative_control,Latitude,Longitude,Depth_min,Depth_max,SequencingRunRepeat
ARMS_TZS_Kummelkobben_20210609_20220622_MF500_ETOH,FIN,TZS,Kummelkobben,6/8/2021,11/22/2021,none,none,none,none,none,none,59.86442,23.265084,3,6,run 1
ARMS_TZS_Kummelkobben_20210609_20220622_SF40_ETOH,FIN,TZS,Kummelkobben,6/9/2021,6/22/2022,none,none,none,none,none,none,59.86442,23.265084,3,6,run 1
ARMS_TZS_Kummelkobben_20210608_20211122_MF100,FIN,TZS,Kummelkobben,6/9/2021,6/22/2022,none,none,none,none,none,none,59.86442,23.265084,3,6,run 1
ARMS_TZS_Kummelkobben_20210608_20211122_MF500,FIN,TZS,Kummelkobben,6/9/2021,6/22/2022,none,none,none,none,none,none,59.86442,23.265084,3,6,run 1
ARMS_TZS_Spikarna_20180711_20181107_MF100_ETOH,FIN,TZS,Spikarna,7/11/2018,11/7/2018,ERR7125524,ERR7125520,none,ERR7125582,ERR7125581,none,59.81094,23.206216,3,3,run 1
ARMS_TZS_Spikarna_20180711_20181107_MF500_ETOH,FIN,TZS,Spikarna,7/11/2018,11/7/2018,ERR4018732,ERR4605224,ERR4018730,ERR4018737,ERR4605902,ERR4018475,59.81094,23.206216,3,3,run 1
ARMS_TZS_Spikarna_20180711_20181107_SF48_ETOH,FIN,TZS,Spikarna,7/11/2018,11/7/2018,ERR7125525,ERR7125521,none,ERR7125582,ERR7125581,none,59.81094,23.206216,3,3,run 1
ARMS_TZS_Spikarna_20200608_20201118_MF100_ETOH,FIN,TZS,Spikarna,6/8/2020,11/18/2020,ERR12541461,ERR12541363,none,ERR12541482,ERR12541384,none,59.81094,23.206216,3,3,run 1
ARMS_TZS_Spikarna_20200608_20201118_MF500_ETOH,FIN,TZS,Spikarna,6/8/2020,11/18/2020,ERR12541462,ERR12541364,none,ERR12541482,ERR12541384,none,59.81094,23.206216,3,3,run 1
ARMS_TZS_Spikarna_20200608_20201118_SF40_ETOH,FIN,TZS,Spikarna,6/8/2020,11/18/2020,ERR12541463,ERR12541365,none,ERR12541482,ERR12541384,none,59.81094,23.206216,3,3,run 1
ARMS_TZS_Spikarna_20210607_20211122_MF100,FIN,TZS,Spikarna,6/7/2021,11/22/2021,none,none,none,none,none,none,59.81094,23.206216,3,3,run 1
ARMS_TZS_Spikarna_20210607_20211122_MF500,FIN,TZS,Spikarna,6/7/2021,11/22/2021,none,none,none,none,none,none,59.81094,23.206216,3,3,run 1
ARMS_TZS_Spikarna_20210607_20211122_SF40,FIN,TZS,Spikarna,6/7/2021,11/22/2021,none,none,none,none,none,none,59.81094,23.206216,3,3,run 1
ARMS_Vigo_TorallaA_20180607_20180924_MF100_ETOH,ESP,Vigo,TorallaA,6/7/2018,9/24/2018,ERR7127712,ERR7127701,none,ERR7125582,ERR7125581,none,42.2284,-8.7787,12,12,run 1
ARMS_Vigo_TorallaA_20180607_20180924_MF500_ETOH,ESP,Vigo,TorallaA,6/7/2018,9/24/2018,ERR7127713,ERR7127702,none,ERR7125582,ERR7125581,none,42.2284,-8.7787,12,12,run 1
ARMS_Vigo_TorallaA_20180607_20180924_SF40_ETOH,ESP,Vigo,TorallaA,6/7/2018,9/24/2018,ERR4018703,ERR4605223,ERR4018702,ERR4018737,ERR4605902,ERR4018475,42.2284,-8.7787,12,12,run 1
ARMS_Vigo_TorallaA_20190625_20191014_MF100,ESP,Vigo,TorallaA,6/25/2019,10/14/2019,ERR4018716,ERR4018704 ,ERR4018710,ERR4018471,ERR4018472,ERR4018473,42.2284,-8.7787,12,12,run 1
ARMS_Vigo_TorallaA_20190625_20191014_MF100,ESP,Vigo,TorallaA,6/25/2019,10/14/2019,none,none,none,none,none,none,42.2284,-8.7787,12,12,run 2  
ARMS_Vigo_TorallaA_20190625_20191014_MF500,ESP,Vigo,TorallaA,6/25/2019,10/14/2019,ERR12541478,ERR12541380,none,ERR12541481,ERR12541383,none,42.2284,-8.7787,12,12,run 2  
ARMS_Vigo_TorallaA_20190625_20191014_MF500,ESP,Vigo,TorallaA,6/25/2019,10/14/2019,ERR4018717,ERR4018705 ,ERR4018711,ERR4018471,ERR4018472,ERR4018473,42.2284,-8.7787,12,12,run 1
ARMS_Vigo_TorallaA_20190625_20191014_SF40,ESP,Vigo,TorallaA,6/25/2019,10/14/2019,ERR7127691,ERR7127690,ERR7127692,ERR7125534,ERR7125533,ERR7125535,42.2284,-8.7787,12,12,run 1
ARMS_Vigo_TorallaA_20200706_20201006_MF100,ESP,Vigo,TorallaA,7/6/2020,10/6/2020,none,none,none,none,none,none,42.2284,-8.7787,12,12,run 1
ARMS_Vigo_TorallaA_20200706_20201006_MF500,ESP,Vigo,TorallaA,7/6/2020,10/6/2020,ERR12541464,ERR12541366,none,ERR12541482,ERR12541384,none,42.2284,-8.7787,12,12,run 1
ARMS_Vigo_TorallaA_20200706_20201006_SF40,ESP,Vigo,TorallaA,7/6/2020,10/6/2020,ERR12541465,ERR12541367,none,ERR12541482,ERR12541384,none,42.2284,-8.7787,12,12,run 1
ARMS_Vigo_TorallaB_20190625_20191014_MF100,ESP,Vigo,TorallaB,6/25/2019,10/14/2019,ERR4018718,ERR4018706,ERR4018712,ERR4018471,ERR4018472,ERR4018473,42.2284,-8.7787,12,12,run 1
ARMS_Vigo_TorallaB_20190625_20191014_MF500,ESP,Vigo,TorallaB,6/25/2019,10/14/2019,ERR12541479,ERR12541381,none,ERR12541482,ERR12541384,none,42.2284,-8.7787,12,12,run 2  
ARMS_Vigo_TorallaB_20190625_20191014_MF500,ESP,Vigo,TorallaB,6/25/2019,10/14/2019,ERR4018719,ERR4018707 ,ERR4018713,ERR4018471,ERR4018472,ERR4018473,42.2284,-8.7787,12,12,run 1
ARMS_Vigo_TorallaB_20190625_20191014_SF40,ESP,Vigo,TorallaB,6/25/2019,10/14/2019,ERR7127714,ERR7127703,none,ERR7125582,ERR7125581,none,42.2284,-8.7787,12,12,run 1
ARMS_Vigo_TorallaB_20200706_20201006_MF100,ESP,Vigo,TorallaB,7/6/2020,10/6/2020,ERR12541466,ERR12541368,none,ERR12541482,ERR12541384,none,42.2284,-8.7787,12,12,run 1
ARMS_Vigo_TorallaB_20200706_20201006_MF500,ESP,Vigo,TorallaB,7/6/2020,10/6/2020,ERR12541467,ERR12541369,none,ERR12541482,ERR12541384,none,42.2284,-8.7787,12,12,run 1
ARMS_Vigo_TorallaB_20200706_20201006_SF40,ESP,Vigo,TorallaB,7/6/2020,10/6/2020,ERR12541468,ERR12541370,none,ERR12541482,ERR12541384,none,42.2284,-8.7787,12,12,run 1
ARMS_Vigo_TorallaC_20190625_20191014_MF100,ESP,Vigo,TorallaC,6/25/2019,10/14/2019,ERR4018720,ERR4018708,ERR4018714,ERR4018471,ERR4018472,ERR4018473,42.2284,-8.7787,12,12,run 1
ARMS_Vigo_TorallaC_20190625_20191014_MF100,ESP,Vigo,TorallaC,6/25/2019,10/14/2019,none,none,none,none,none,none,42.2284,-8.7787,12,12,run 2  
ARMS_Vigo_TorallaC_20190625_20191014_MF500,ESP,Vigo,TorallaC,6/25/2019,10/14/2019,ERR12541480,ERR12541382,none,ERR12541482,ERR12541384,none,42.2284,-8.7787,12,12,run 2  
ARMS_Vigo_TorallaC_20190625_20191014_MF500,ESP,Vigo,TorallaC,6/25/2019,10/14/2019,ERR4018721,ERR4018709 ,ERR4018715,ERR4018471,ERR4018472,ERR4018473,42.2284,-8.7787,12,12,run 1
ARMS_Vigo_TorallaC_20190625_20191014_SF40,ESP,Vigo,TorallaC,6/25/2019,10/14/2019,ERR9632095,ERR9632080,none,ERR9632065,ERR9632062,none,42.2284,-8.7787,12,12,run 1
ARMS_Vigo_TorallaC_20200706_20201006_MF100,ESP,Vigo,TorallaC,7/6/2020,10/6/2020,none,none,none,none,none,none,42.2284,-8.7787,12,12,run 1
ARMS_Vigo_TorallaC_20200706_20201006_MF500,ESP,Vigo,TorallaC,7/6/2020,10/6/2020,ERR12541469,ERR12541371,none,ERR12541482,ERR12541384,none,42.2284,-8.7787,12,12,run 1
ARMS_Vigo_TorallaC_20200706_20201006_SF40,ESP,Vigo,TorallaC,7/6/2020,10/6/2020,ERR12541470,ERR12541372,none,ERR12541482,ERR12541384,none,42.2284,-8.7787,12,12,run 1
