EventID,MaterialSampleID,OriginalSampleID,Gene_COI,GeneNegControl_COI,GeneITS,GeneNegControl_ITS,Gene18S,GeneNegControl_18S
ARMS_Roscoff_BasBloS1_20180711_20181025,ARMS_Roscoff_BasBloS1_20180711_20181025_SF40_ETOH,BasBlo_2018-SF-ETOH_2,ERR7125634,ERR7125582,discontinued,discontinued,ERR7125621,ERR7125581
ARMS_Roscoff_BasBloS1_20190612_20200527,ARMS_Roscoff_BasBloS1_20190612_20200527_MF100,ARMS_BasBlo_S1_190612-200527_MF100,ERR7125635,ERR7125582,discontinued,discontinued,ERR7125622,ERR7125581
ARMS_Roscoff_BasBloS1_20190612_20200527,ARMS_Roscoff_BasBloS1_20190612_20200527_MF500,ARMS_BasBlo_S1_190612-200527_MF500,ERR7125636,ERR7125582,discontinued,discontinued,ERR7125623,ERR7125581
ARMS_Roscoff_BasBloS1_20190612_20200527,ARMS_Roscoff_BasBloS1_20190612_20200527_SF40,ARMS_BasBlo_S1_190612-200527_SF40,ERR7125601,ERR7125534,ERR7125602,ERR7125535,ERR7125600,ERR7125533
ARMS_Roscoff_BasBloS2_20190612_20200528,ARMS_Roscoff_BasBloS2_20190612_20200528_MF100,ARMS_BasBlo_S2_190612-200528_MF100,ERR7125604,ERR7125534,ERR7125605,ERR7125535,ERR7125603,ERR7125533
ARMS_Roscoff_BasBloS2_20190612_20200528,ARMS_Roscoff_BasBloS2_20190612_20200528_MF500,ARMS_BasBlo_S2_190612-200528_MF500,ERR7125607,ERR7125534,ERR7125608,ERR7125535,ERR7125606,ERR7125533
ARMS_Roscoff_BasBloS2_20190612_20200528,ARMS_Roscoff_BasBloS2_20190612_20200528_SF40,ARMS_BasBlo_S2_190612-200528_SF40,ERR7125637,ERR7125582,discontinued,discontinued,ERR7125624,ERR7125581
ARMS_Roscoff_BasBloS3_20190612_20200529,ARMS_Roscoff_BasBloS3_20190612_20200529_MF100,ARMS_BasBlo_S3_190612-200529_MF100,ERR7125610,ERR7125534,ERR7125611,ERR7125535,ERR7125609,ERR7125533
ARMS_Roscoff_BasBloS3_20190612_20200529,ARMS_Roscoff_BasBloS3_20190612_20200529_MF500,ARMS_BasBlo_S3_190612-200529_MF500,ERR7125613,ERR7125534,ERR7125614,ERR7125535,ERR7125612,ERR7125533
ARMS_Roscoff_BasBloS3_20190612_20200529,ARMS_Roscoff_BasBloS3_20190612_20200529_SF40,ARMS_BasBlo_S3_190612-200529_SF40,ERR7125616,ERR7125534,ERR7125617,ERR7125535,ERR7125615,ERR7125533
ARMS_Roscoff_MarBloR1_20180709_20181024,ARMS_Roscoff_MarBloR1_20180709_20181024_MF100_DMSO,MarBlo_2018-MF100-DMSO_1,ERR7125638,ERR7125582,discontinued,discontinued,ERR7125625,ERR7125581
ARMS_Roscoff_MarBloR1_20180709_20181024,ARMS_Roscoff_MarBloR1_20180709_20181024_MF100_ETOH,MarBlo_2018-MF100-ETOH_1,ERR7125639,ERR7125582,discontinued,discontinued,ERR7125626,ERR7125581
ARMS_Roscoff_MarBloR1_20180709_20181024,ARMS_Roscoff_MarBloR1_20180709_20181024_MF500_DMSO,MarBlo_2018-MF500-DMSO_1,ERR7125640,ERR7125582,discontinued,discontinued,ERR7125627,ERR7125581
ARMS_Roscoff_MarBloR1_20180709_20181024,ARMS_Roscoff_MarBloR1_20180709_20181024_MF500_ETOH,MarBlo_2018-MF500-ETOH_1,ERR7125641,ERR7125582,discontinued,discontinued,ERR7125628,ERR7125581
ARMS_Roscoff_MarBloR1_20180709_20181024,ARMS_Roscoff_MarBloR1_20180709_20181024_SF40_DMSO,Marblo_2018-SF-DMSO,ERR7125643,ERR7125582,discontinued,discontinued,ERR7125629,ERR7125581
ARMS_Roscoff_MarBloR1_20180709_20181024,ARMS_Roscoff_MarBloR1_20180709_20181024_SF40_ETOH,Marblo_2018-SF-ETOH_1,ERR7125643,ERR7125582,discontinued,discontinued,ERR7125630,ERR7125581
ARMS_Roscoff_MarBloR1_20190612_20190916,ARMS_Roscoff_MarBloR1_20190612_20190916_MF100,2019_MBlo_R1_MF100_DMSO,ERR4018635,ERR4018471,ERR4018626,ERR4018473,ERR4018617,ERR4018472
ARMS_Roscoff_MarBloR1_20190612_20190916,ARMS_Roscoff_MarBloR1_20190612_20190916_MF500,2019_MBlo_R1_MF500_DMSO,ERR4018636,ERR4018471,ERR4018627,ERR4018473,ERR4018618,ERR4018472
ARMS_Roscoff_MarBloR1_20190612_20190916,ARMS_Roscoff_MarBloR1_20190612_20190916_SF40,2019_MBlo_R1_SF40_DMSO,ERR4018637,ERR4018471,ERR4018628,ERR4018473,ERR4018619,ERR4018472
ARMS_Roscoff_MarBloR2_20190612_20190917,ARMS_Roscoff_MarBloR2_20190612_20190917_MF100,2019_MBlo_R2_MF100_DMSO,ERR4018638,ERR4018471,ERR4018629,ERR4018473,ERR4018620,ERR4018472
ARMS_Roscoff_MarBloR2_20190612_20190917,ARMS_Roscoff_MarBloR2_20190612_20190917_MF500,2019_MBlo_R2_MF500_DMSO,ERR4018639,ERR4018471,ERR4018630,ERR4018473,ERR4018621,ERR4018472
ARMS_Roscoff_MarBloR2_20190612_20190917,ARMS_Roscoff_MarBloR2_20190612_20190917_SF40,2019_MBlo_R2_SF40_DMSO,ERR4018640,ERR4018471,ERR4018631,ERR4018473,ERR4018622,ERR4018472
ARMS_Roscoff_MarBloR3_20190612_20190918,ARMS_Roscoff_MarBloR3_20190612_20190918_MF100,2019_MBlo_R3_MF100_DMSO,ERR4018641,ERR4018471,ERR4018632,ERR4018473,ERR4018623,ERR4018472
ARMS_Roscoff_MarBloR3_20190612_20190918,ARMS_Roscoff_MarBloR3_20190612_20190918_MF500,2019_MBlo_R3_MF500_DMSO,ERR4018642,ERR4018471,ERR4018633,ERR4018473,ERR4018624,ERR4018472
ARMS_Roscoff_MarBloR3_20190612_20190918,ARMS_Roscoff_MarBloR3_20190612_20190918_SF40,2019_MBlo_R3_SF40_DMSO,ERR4018643,ERR4018471,ERR4018634,ERR4018473,ERR4018625,ERR4018472
ARMS_Svalbard_S1_20180706_20190806,ARMS_Svalbard_S1_20180706_20190806_MF100_ETOH,2019-Svalbard-S1-MF100-EtOH,ERR7127659,ERR7125582,discontinued,discontinued,ERR7127653,ERR7125581
ARMS_Svalbard_S1_20180706_20190806,ARMS_Svalbard_S1_20180706_20190806_MF500_ETOH,2019-Svalbard-S1-MF500-EtOH,ERR7127636,ERR7125534,ERR7127637,ERR7125535,ERR7127635,ERR7125533
ARMS_Svalbard_S1_20180706_20190806,ARMS_Svalbard_S1_20180706_20190806_SF40_ETOH,2019-Svalbard-S1-SF-EtOH,ERR7127639,ERR7125534,ERR7127640,ERR7125535,ERR7127638,ERR7125533
ARMS_Svalbard_S1_20190806_20200804,ARMS_Svalbard_S1_20190806_20200804_MF100,ARMS_Svalbard_S1_190806-200804_SF100,ERR7127642,ERR7125534,ERR7127643,ERR7125535,ERR7127641,ERR7125533
ARMS_Svalbard_S1_20190806_20200804,ARMS_Svalbard_S1_20190806_20200804_MF500,ARMS_Svalbard_S1_190806-200804_SF500,ERR7127645,ERR7125534,ERR7127646,ERR7125535,ERR7127644,ERR7125533
ARMS_Svalbard_S1_20190806_20200804,ARMS_Svalbard_S1_20190806_20200804_SF40,ARMS_Svalbard_S1_190806-200804_SF40,ERR7127660,ERR7125582,discontinued,discontinued,ERR7127654,ERR7125581
ARMS_Svalbard_S2_20180708_20190805,ARMS_Svalbard_S2_20180708_20190805_MF100_ETOH,2019-Svalbard-S2-MF100-EtOH,ERR7127648,ERR7125534,ERR7127649,ERR7125535,ERR7127647,ERR7125533
ARMS_Svalbard_S2_20180708_20190805,ARMS_Svalbard_S2_20180708_20190805_MF500_ETOH,2019-Svalbard-S2-MF500-EtOH,ERR7127661,ERR7125582,discontinued,discontinued,ERR7127655,ERR7125581
ARMS_Svalbard_S2_20180708_20190805,ARMS_Svalbard_S2_20180708_20190805_SF40_ETOH,2019-Svalbard-S2-SF-EtOH,ERR7127662,ERR7125582,discontinued,discontinued,ERR7127656,ERR7125581
ARMS_Svalbard_S2_20190805_20200801,ARMS_Svalbard_S2_20190805_20200801_MF100,ARMS_Svalbard_S2_190805-200801_SF100,ERR7127663,ERR7125582,discontinued,discontinued,ERR7127657,ERR7125581
ARMS_Svalbard_S2_20190805_20200801,ARMS_Svalbard_S2_20190805_20200801_MF500,ARMS_Svalbard_S2_190805-200801_SF500,ERR7127664,ERR7125582,discontinued,discontinued,ERR7127658,ERR7125581
ARMS_Svalbard_S2_20190805_20200801,ARMS_Svalbard_S2_20190805_20200801_SF40,ARMS_Svalbard_S2_190805-200801_SF40,ERR7127651,ERR7125534,ERR7127652,ERR7125535,ERR7127650,ERR7125533
ARMS_SWC_Bjorko1_20200131_20200518,ARMS_SWC_Bjorko1_20200131_20200518_MF100,ARMS_SWC_Bjorko1_200131-200518_MF100,ERR4914112,ERR4914160,ERR4914170,ERR4914218,ERR4914054,ERR4914102
ARMS_SWC_Bjorko1_20200131_20200518,ARMS_SWC_Bjorko1_20200131_20200518_MF500,ARMS_SWC_Bjorko1_200131-200518_MF500,ERR4914113,ERR4914160,ERR4914171,ERR4914218,ERR4914055,ERR4914102
ARMS_SWC_Bjorko1_20200131_20200518,ARMS_SWC_Bjorko1_20200131_20200518_SF40,ARMS_SWC_Bjorko1_200131-200518_SF40,ERR4914114,ERR4914160,ERR4914172,ERR4914218,ERR4914056,ERR4914102
ARMS_SWC_Gbg1_20200206_20200520,ARMS_SWC_Gbg1_20200206_20200520_MF100,ARMS_SWC_Gbg1_200206-200520_MF100,ERR4914115,ERR4914160,,,ERR4914057,ERR4914102
ARMS_SWC_Gbg1_20200206_20200520,ARMS_SWC_Gbg1_20200206_20200520_MF500,ARMS_SWC_Gbg1_200206-200520_MF500,ERR4914116,ERR4914160,ERR4914174,ERR4914218,ERR4914058,ERR4914102
ARMS_SWC_Gbg1_20200206_20200520,ARMS_SWC_Gbg1_20200206_20200520_SF40,ARMS_SWC_Gbg1_200206-200520_SF40,ERR4914117,ERR4914160,ERR4914175,ERR4914218,ERR4914059,ERR4914102
ARMS_SWC_Gbg2_20200206_20200520,ARMS_SWC_Gbg2_20200206_20200520_MF100,ARMS_SWC_Gbg2_200206-200520_MF100,ERR4914118,ERR4914160,ERR4914176,ERR4914218,ERR4914060,ERR4914102
ARMS_SWC_Gbg2_20200206_20200520,ARMS_SWC_Gbg2_20200206_20200520_MF500,ARMS_SWC_Gbg2_200206-200520_MF500,ERR4914119,ERR4914160,ERR4914177,ERR4914218,ERR4914061,ERR4914102
ARMS_SWC_Gbg2_20200206_20200520,ARMS_SWC_Gbg2_20200206_20200520_SF40,ARMS_SWC_Gbg2_200206-200520_SF40,ERR4914120,ERR4914160,ERR4914178,ERR4914218,ERR4914062,ERR4914102
ARMS_SWC_Gbg3_20200206_20200529,ARMS_SWC_Gbg3_20200206_20200529_MF100,ARMS_SWC_Gbg3_200206-200529_MF100,ERR4914121,ERR4914160,ERR4914179,ERR4914218,ERR4914063,ERR4914102
ARMS_SWC_Gbg3_20200206_20200529,ARMS_SWC_Gbg3_20200206_20200529_MF500,ARMS_SWC_Gbg3_200206-200529_MF500,ERR4914122,ERR4914160,ERR4914180,ERR4914218,ERR4914064,ERR4914102
ARMS_SWC_Gbg3_20200206_20200529,ARMS_SWC_Gbg3_20200206_20200529_SF40,ARMS_SWC_Gbg3_200206-200529_SF40,ERR4914123,ERR4914160,ERR4914181,ERR4914218,ERR4914065,ERR4914102
ARMS_SWC_Gbg4_20200206_20200529,ARMS_SWC_Gbg4_20200206_20200529_MF100,ARMS_SWC_Gbg4_200206-200529_MF100,ERR4914124,ERR4914160,ERR4914182,ERR4914218,ERR4914066,ERR4914102
ARMS_SWC_Gbg4_20200206_20200529,ARMS_SWC_Gbg4_20200206_20200529_MF500,ARMS_SWC_Gbg4_200206-200529_MF500,ERR4914125,ERR4914160,ERR4914183,ERR4914218,ERR4914067,ERR4914102
ARMS_SWC_Gbg4_20200206_20200529,ARMS_SWC_Gbg4_20200206_20200529_SF40,ARMS_SWC_Gbg4_200206-200529_SF40,ERR4914126,ERR4914160,ERR4914184,ERR4914218,ERR4914068,ERR4914102
ARMS_SWC_Helsingborg1_20200305_20200604,ARMS_SWC_Helsingborg1_20200305_20200604_MF100,ARMS_SWC_Helsingborg1_200305-200604_MF100,ERR4914127,ERR4914160,ERR4914185,ERR4914218,ERR4914069,ERR4914102
ARMS_SWC_Helsingborg1_20200305_20200604,ARMS_SWC_Helsingborg1_20200305_20200604_MF500,ARMS_SWC_Helsingborg1_200305-200604_MF500,ERR4914128,ERR4914160,ERR4914186,ERR4914218,ERR4914070,ERR4914102
ARMS_SWC_Helsingborg1_20200305_20200604,ARMS_SWC_Helsingborg1_20200305_20200604_SF40,ARMS_SWC_Helsingborg1_200305-200604_SF40,ERR4914129,ERR4914160,ERR4914187,ERR4914218,ERR4914071,ERR4914102
ARMS_SWC_Helsingborg2_20200305_20200604,ARMS_SWC_Helsingborg2_20200305_20200604_MF100,ARMS_SWC_Helsingborg2_200305-200604_MF100,ERR4914130,ERR4914160,ERR4914188,ERR4914218,ERR4914072,ERR4914102
ARMS_SWC_Helsingborg2_20200305_20200604,ARMS_SWC_Helsingborg2_20200305_20200604_MF500,ARMS_SWC_Helsingborg2_200305-200604_MF500,ERR4914131,ERR4914160,ERR4914189,ERR4914218,ERR4914073,ERR4914102
ARMS_SWC_Helsingborg2_20200305_20200604,ARMS_SWC_Helsingborg2_20200305_20200604_SF40,ARMS_SWC_Helsingborg2_200305-200604_SF40,ERR4914132,ERR4914160,ERR4914190,ERR4914218,ERR4914074,ERR4914102
ARMS_SWC_Hjuvik1_20200131_20200518,ARMS_SWC_Hjuvik1_20200131_20200518_MF100,ARMS_SWC_Hjuvik1_200131-200518_MF100,ERR4914133,ERR4914160,ERR4914191,ERR4914218,ERR4914075,ERR4914102
ARMS_SWC_Hjuvik1_20200131_20200518,ARMS_SWC_Hjuvik1_20200131_20200518_MF500,ARMS_SWC_Hjuvik1_200131-200518_MF500,ERR4914134,ERR4914160,ERR4914192,ERR4914218,ERR4914076,ERR4914102
ARMS_SWC_Hjuvik1_20200131_20200518,ARMS_SWC_Hjuvik1_20200131_20200518_SF40,ARMS_SWC_Hjuvik1_200131-200518_SF40,ERR4914135,ERR4914160,ERR4914193,ERR4914218,ERR4914077,ERR4914102
ARMS_SWC_Marstrand1_20200228_20200527,ARMS_SWC_Marstrand1_20200228_20200527_MF100,ARMS_SWC_Marstrand1_200228-200527_MF100,ERR4914136,ERR4914160,ERR4914194,ERR4914218,ERR4914078,ERR4914102
ARMS_SWC_Marstrand1_20200228_20200527,ARMS_SWC_Marstrand1_20200228_20200527_MF500,ARMS_SWC_Marstrand1_200228-200527_MF500,ERR4914137,ERR4914160,ERR4914195,ERR4914218,ERR4914079,ERR4914102
ARMS_SWC_Marstrand1_20200228_20200527,ARMS_SWC_Marstrand1_20200228_20200527_SF40,ARMS_SWC_Marstrand1_200228-200527_SF40,ERR4914138,ERR4914160,ERR4914196,ERR4914218,ERR4914080,ERR4914102
ARMS_SWC_Marstrand2_20200228_20200527,ARMS_SWC_Marstrand2_20200228_20200527_MF100,ARMS_SWC_Marstrand2_200228-200527_MF100,ERR4914139,ERR4914160,ERR4914197,ERR4914218,ERR4914081,ERR4914102
ARMS_SWC_Marstrand2_20200228_20200527,ARMS_SWC_Marstrand2_20200228_20200527_MF500,ARMS_SWC_Marstrand2_200228-200527_MF500,ERR4914140,ERR4914160,ERR4914198,ERR4914218,ERR4914082,ERR4914102
ARMS_SWC_Marstrand2_20200228_20200527,ARMS_SWC_Marstrand2_20200228_20200527_SF40,ARMS_SWC_Marstrand2_200228-200527_SF40,ERR4914141,ERR4914160,ERR4914199,ERR4914218,ERR4914083,ERR4914102
ARMS_SWC_Marstrand3_20200228_20200527,ARMS_SWC_Marstrand3_20200228_20200527_MF100,ARMS_SWC_Marstrand3_200228-200527_MF100,ERR4914142,ERR4914160,ERR4914200,ERR4914218,ERR4914084,ERR4914102
ARMS_SWC_Marstrand3_20200228_20200527,ARMS_SWC_Marstrand3_20200228_20200527_MF500,ARMS_SWC_Marstrand3_200228-200527_MF500,ERR4914143,ERR4914160,ERR4914201,ERR4914218,ERR4914085,ERR4914102
ARMS_SWC_Marstrand3_20200228_20200527,ARMS_SWC_Marstrand3_20200228_20200527_SF40,ARMS_SWC_Marstrand3_200228-200527_SF40,ERR4914144,ERR4914160,ERR4914202,ERR4914218,ERR4914086,ERR4914102
ARMS_SWC_Preemraff1_20200401_20200715,ARMS_SWC_Preemraff1_20200401_20200715_MF100,ARMS_SWC_Preemraff1_200401-200715_MF100,ERR4914154,ERR4914160,ERR4914212,ERR4914218,ERR4914096,ERR4914102
ARMS_SWC_Preemraff1_20200401_20200715,ARMS_SWC_Preemraff1_20200401_20200715_MF500,ARMS_SWC_Preemraff1_200401-200715_MF500,ERR4914155,ERR4914160,ERR4914213,ERR4914218,ERR4914097,ERR4914102
ARMS_SWC_Preemraff1_20200401_20200715,ARMS_SWC_Preemraff1_20200401_20200715_SF40,ARMS_SWC_Preemraff1_200401-200715_SF40,ERR4914156,ERR4914160,ERR4914214,ERR4914218,ERR4914098,ERR4914102
ARMS_SWC_Preemraff2_20200401_20200715,ARMS_SWC_Preemraff2_20200401_20200715_MF100,ARMS_SWC_Preemraff2_200401-200715_MF100,ERR4914157,ERR4914160,ERR4914215,ERR4914218,ERR4914099,ERR4914102
ARMS_SWC_Preemraff2_20200401_20200715,ARMS_SWC_Preemraff2_20200401_20200715_MF500,ARMS_SWC_Preemraff2_200401-200715_MF500,ERR4914158,ERR4914160,ERR4914216,ERR4914218,ERR4914100,ERR4914102
ARMS_SWC_Preemraff2_20200401_20200715,ARMS_SWC_Preemraff2_20200401_20200715_SF40,ARMS_SWC_Preemraff2_200401-200715_SF40,ERR4914159,ERR4914160,ERR4914217,ERR4914218,ERR4914101,ERR4914102
ARMS_SWC_Varberg1_20200213_20200603,ARMS_SWC_Varberg1_20200213_20200603_MF100,ARMS_SWC_Varberg1_200213-200603_MF100,ERR4914145,ERR4914160,ERR4914203,ERR4914218,ERR4914087,ERR4914102
ARMS_SWC_Varberg1_20200213_20200603,ARMS_SWC_Varberg1_20200213_20200603_MF500,ARMS_SWC_Varberg1_200213-200603_MF500,ERR4914146,ERR4914160,ERR4914204,ERR4914218,ERR4914088,ERR4914102
ARMS_SWC_Varberg1_20200213_20200603,ARMS_SWC_Varberg1_20200213_20200603_SF40,ARMS_SWC_Varberg1_200213-200603_SF40,ERR4914147,ERR4914160,ERR4914205,ERR4914218,ERR4914089,ERR4914102
ARMS_SWC_Varberg2_20200213_20200603,ARMS_SWC_Varberg2_20200213_20200603_MF100,ARMS_SWC_Varberg2_200213-200603_MF100,ERR4914148,ERR4914160,ERR4914206,ERR4914218,ERR4914090,ERR4914102
ARMS_SWC_Varberg2_20200213_20200603,ARMS_SWC_Varberg2_20200213_20200603_MF500,ARMS_SWC_Varberg2_200213-200603_MF500,ERR4914149,ERR4914160,ERR4914207,ERR4914218,ERR4914091,ERR4914102
ARMS_SWC_Varberg2_20200213_20200603,ARMS_SWC_Varberg2_20200213_20200603_SF40,ARMS_SWC_Varberg2_200213-200603_SF40,ERR4914150,ERR4914160,ERR4914208,ERR4914218,ERR4914092,ERR4914102
ARMS_SWC_Varberg3_20200213_20200603,ARMS_SWC_Varberg3_20200213_20200603_MF100,ARMS_SWC_Varberg3_200213-200603_MF100,ERR4914151,ERR4914160,ERR4914209,ERR4914218,ERR4914093,ERR4914102
ARMS_SWC_Varberg3_20200213_20200603,ARMS_SWC_Varberg3_20200213_20200603_MF500,ARMS_SWC_Varberg3_200213-200603_MF500,ERR4914152,ERR4914160,ERR4914210,ERR4914218,ERR4914094,ERR4914102
